raw,processed,label
Packingnya rapih banget bubble wrap plus kardus. Aman Alhamdulillah. Tks👍🏾,packingnya rapi banget bubble wrap plus kardus aman alhamdulillah terima kasih,1
barang sesuai dan pengiriman cepat,barang sesuai dan kirim cepat,1
Selalu puas.. thanks ,selalu puas terima kasih,1
Sampe paket lumayan lama 😔 pas mau dbuka tnyata bagian bawah kerdus agak tbuka; sobek bagian samping &amp; bubble wrap ada yg sdh dbuka ☹️ untungnya barang lengkap &amp; tdk ada yg ilang. Next; utk pengemasan tlg dperbaiki dounk; ini kan toko official masa kerdusnya sobek2 🤨😏 lakbannya juga tipis bgt 😞😬,sampai paket lumayan lama pas mau dbuka tnyata bagi bawah kerdus agak tbuka sobek bagi samping amp bubble wrap ada yang sudah dbuka untung barang lengkap amp tidak ada yang hilang lanjut untuk emas tolong dperbaiki dounk ini kan toko official masa kerdusnya sobek lakbannya juga tipis banget,0
Datang bocor barangnya ,datang bocor barang,0
barang bagus dari official store;tp saya sangat kecewa dengan kurir ANTARAJA krn  barang datang dikasih ketetangga padahal _aya ada dirumah sangat kecewanya lagi status pengiriman saya sendiri yang terima sedangkan bukan saya sendiri yang terima barangnya,barang bagus dari official store tapi saya sangat kecewa dengan kurir antaraja karena barang datang kasih tetangga padahal aya ada rumah sangat kecewa lagi status kirim saya sendiri yang terima sedang bukan saya sendiri yang terima barang,0
untuk pengemasan lebih diperhatikan lagi keamanan agar barang tidak rusak.,untuk emas lebih perhati lagi aman agar barang tidak rusak,0
produk sudah kebuka pakai di lakban atasnya,produk sudah buka pakai di lakban atas,0
Pengiriman cepet karena masih satu kota dengan saya; dikirim dengan ****. tolong bilang ke driver kalo minta tip bilang aja jangan bilang minjem karena sama aja hutang.,kirim cepat karena masih satu kota dengan saya kirim dengan tolong bilang ke driver jika minta tip bilang saja jangan bilang minjem karena sama saja hutang,0
Barang tidak diterima. Ekspedisi jelek; tidak dibantu solusinya,barang tidak terima ekspedisi jelek tidak bantu solusi,0
puas sekali; pesanan lengkap! fastrespon jugaakkk❤️‍🔥,puas sekali pesan lengkap fastrespon jugaak,1
Memuaskan pengiriman nya,muas kirim nya,1
Terima kasih barang sudh di terima dengan baik,terima kasih barang sudah di terima dengan baik,1
yg ini lg males packing keknya,yang ini lagi malas packing kayak,0
Kualitas produk sangat baik; produk original; expire masih lama; packing sangat baik dan aman; tetapi sistemnya mungkin perlu diperbaiki; pesanan ini saya ajukan pembatalan karena saya ingin mengubah pesanan. Saya ajukan pembatalan di hari yang sama ketika saya melakukan pemesanan. Tetapi tidak ada respon yang jelas terkait pengajuan saya; saya follow up pembatalan saya via chat; tetapi barang tetap dikirim.,kualitas produk sangat baik produk original expire masih lama packing sangat baik dan aman tetapi sistem mungkin perlu baik pesan ini saya aju batal karena saya ingin ubah pesan saya aju batal di hari yang sama ketika saya laku mesan tetapi tidak ada respon yang jelas kait aju saya saya follow up batal saya via chat tetapi barang tetap kirim,0
waktu datang tutupnya ga kecang; keputar dan tumpah di dalam bubble nya.,waktu datang tutup tidak cang putar dan tumpah di dalam bubble nya,0
pengirimannya lama dibanding seller lain,kirim lama banding seller lain,0
Wangi nya awet; puas belanja di sini. bubble wrap dan dlm kardus tebal.  kombine dg  semprotan setrika nya,wangi nya awet puas belanja di sini bubble wrap dan dalam kardus tebal kombine dengan semprot setrika nya,1
packingnya penyok2 dan udah kebukaa giniii😢😢 untung mash dilapisi buble wrap yg tebel.. smgaa kedepannya lakban kardus nya berlapis jdi lbh kenceng dan gk mudah kebukaa,packingnya penyok dan sudah kebukaa begini untung mash lapis buble wrap yang tebal moga depan lakban kardus nya lap jadi lebih kencang dan gak mudah kebukaa,0
Produk oke cuma pengepakkan buruk!! ,produk oke cuma epak buruk,0
barang sdh sampai dan ssi dg pesanan,barang sudah sampai dan saya dengan pesan,1
Sesuai deskripsi dan bagus bgt packing nya aman bgt makasih ya kak...,sesuai deskripsi dan bagus banget packing nya aman banget terima kasih iya kak,1
paket diterima dg baik. packing rapi &amp; aman,paket terima dengan baik packing rapi amp aman,1
terima kasih paket sdh sy terima.dg aman TDK cacat. sukses selalu.,terima kasih paket sudah saya terima dengan aman tidak cacat sukses selalu,1
sy pesan yg 900 ml tp yg datang 850 ml,saya pesan yang ml tapi yang datang ml,0
excellent dan mantap bgt.... expired lama dan dapat bonus lagi... makasi dancow...,excellent dan mantap banget expired lama dan dapat bonus lagi terima kasih dancow,1
sering2 promo ya,sering promo iya,1
Barang yg dipesan tidak terkirim,barang yang pes tidak kirim,0
Terima kasih Unilever... pengemasan dan proses pengiriman cepat walau dalam masa wabah covid-19 begini... Thank you...,terima kasih unilever emas dan proses kirim cepat walau dalam masa wabah covid begini thank you,1
Pengiriman lama sekali...produk ok harga ok,kirim lama sekali produk ok harga ok,0
produk sesuai; pengiriman standar,produk sesuai kirim standar,1
Pengiriman ekspedisi terlalu lama,kirim ekspedisi terlalu lama,0
pengiriman super lambat,kirim super lambat,0
Alhamdulillah dapat bonus shampoo,alhamdulillah dapat bonus shampoo,1
Dari 6 yang penyok 4 kaleng. Packing baik; jadi penyoknya memang sudah dari sananya. Semoga memperhatikan masukan untuk nggak mengirimkan kaleng yang sudah penyok; ya.,dari yang penyok kaleng packing baik jadi penyok memang sudah dari sana moga perhati masuk untuk tidak kirim kaleng yang sudah penyok iya,0
produk sesuai; tapi bisa dilihat di photo kedua; karena pengemasan atau memang karena dari sananya(sudah dikemas bubble warp dan kardus); tapi 2 ujung sikap; warna hijau dan biru; ada bulu sikat yang sudah keluar dari jalurnya,produk sesuai tapi bisa lihat di photo dua karena emas atau memang karena dari sana sudah kemas bubble warp dan kardus tapi akhir sikap warna hijau dan biru ada bulu sikat yang sudah keluar dari jalur,0
Okkk sukkaaa mabtapppppppppoploll manabsvsjdbdbdhd,ok sukka mabtapoploll manabsvsjdbdbdhd,1
senin pagi order;kamis sore baru sampai,senin pagi order kamis sore baru sampai,0
recommended..  lagi promo paket 3 harga murah,recommended lagi promo paket harga murah,1
Respon baik; pengiriman lambat ,respon baik kirim lambat,1
Packing ga rapih. Ujung botol tdk di selotip sehingga isi sabun tumpah 😩😩,packing tidak rapi akhir botol tidak di selotip sehingga isi sabun tumpah,0
Tanggal 8 pesen. Tgl 9 pagi sampai. Barang terjamin kualitas. Awesome service. Best price. Sukses selaluuu,tanggal pesan tanggal pagi sampai barang jamin kualitas awesome service best price sukses selalu,1
Puas n packingan dlm diksh buble wlpn dus penyok,puas dan packingan dalam diksh buble wlpn dus penyok,1
Thank you sdh terima.....,thank you sudah terima,1
sampenya juga 5 hari wow banget,sampenya juga hari wow banget,0
ada yg kesobek silet/ carter; jadinya buang 1 sachet; sudah membatu isi nya,ada yang sobek silet carter jadi buang sachet sudah batu isi nya,0
Seller Fast Respon dan Barang Sesuai Deskripsi,seller fast respon dan barang sesuai deskripsi,1
Barang diterima cuma setengah krn bocor. Kalau packingannya bagus; diperiksa dulu sebelum kirim sepertinya aman sampai konsumen. Sampai sekarang g saya pakai tuh; jadi pajangan aja buat kenang2an.,barang terima cuma tengah karena bocor kalau packingannya bagus periksa dulu belum kirim seperti aman sampai konsumen sampai sekarang tidak saya pakai itu jadi pajang saja buat kenang an,0
Sudah biasa pakai dirumah; bersih kinclong  hasil cuciannya 👍,sudah biasa pakai rumah bersih kinclong hasil cuci,1
Tolong packingnya di perbaiki. Tumpah kemana2 dari botol cair nya. ,tolong packingnya di baik tumpah mana dari botol cair nya,0
pesan tgl 14; dipaket tgl 14; diambil kurir tgl 19 dan diterima tgl 20 di bgr. produk tidak sesuai dgn judulnya; katanya ada 12 sachet kecil di dalamnya; ternyata tidak. soal rasa masih tetap milo. enak. masukan aja; judul diganti sesuaikan dengan deskripsi dan estimasi pengiriman ke Bogor 2-3 hari aja. Terima kasih,pesan tanggal paket tanggal ambil kurir tanggal dan terima tanggal di bgr produk tidak sesuai dengan judul kata ada sachet kecil di dalam nyata tidak soal rasa masih tetap milo enak masuk saja judul ganti sesuai dengan deskripsi dan estimasi kirim ke bogor hari saja terima kasih,0
males pesen dsini lg;lamaaaaaa sampe,malas pesan sini lagi lama sampai,0
barang sesuai deskripsi dan harapan,barang sesuai deskripsi dan harap,1
ga cocok ternyata bikin jd  gatel kulit kepalanya,tidak cocok nyata buat jadi gatel kulit kepala,0
puaaaaaaaaaaas banget belanja disini.. 🥰👍🙏 ,puas banget belanja sini,1
Lamaa bgtt pengiriman ,lamaa banget kirim,1
pasta gigi ori; terima kasih,pasta gigi orisinal terima kasih,1
ketika diterima bocor.. parfum tinggal sedikit :(,ketika terima bocor parfum tinggal sedikit,0
sayang pengirimannya sangat buruk; dan alasannya pesenan lg banyak; aneh,sayang kirim sangat buruk dan alas pesan lagi banyak aneh,1
Stok kosong; tapi dibantu retur uang.. Tq,stok kosong tapi bantu retur uang thank you,0
aneh; barang blum sampe; blum dikirim pula; tapi kok tiba2 notifnya pesanan selesai; padahal order dari 31 desember,aneh barang belum sampai belum kirim pula tapi kok tiba notifnya pesan selesai padahal order dari desember,0
Gileee benerr.... barang baru smpai hampir 1 minggu 😰😰,gila benar barang baru sampai hampir minggu,0
Sesuai dengan deskripsi. Terimakasih,sesuai dengan deskripsi terimakasih,1
untuk kualitas barang exp msh lama hanya untuk proses pengiriman lama banget tolong diperbaiki demi kepuasan pembeli,untuk kualitas barang exp masih lama hanya untuk proses kirim lama banget tolong baik demi puas beli,1
plastik sealnya sobek; isi shampoonya jd keluar; lain kali dicek dulu sblm dikirim,plastik sealnya sobek isi shampoonya jadi keluar lain kali cek dulu seblum kirim,0
Lama sekali pengirimannya; harga juga gak beda jauh kalau beli langsung ke toko ontime. Gak worth it. Cukup sekali saja kami belanja kebutuhan rumah online ditoko ini,lama sekali kirim harga juga enggak beda jauh kalau beli langsung ke toko ontime enggak nila itu cukup sekali saja kami belanja butuh rumah onlen toko ini,0
dapet di harga 65k. bingung jg ngabisin kopinya 200gr banyak banget. beli cuma karena mau koleksi shaker nya. ,dapat di harga ke bingung juga ngabisin kopi gara banyak banget beli cuma karena mau koleksi shaker nya,1
Produk diterima sesuai pesanan,produk terima sesuai pesan,1
barang sesuai deskripsi... pengiriman cepat,barang sesuai deskripsi kirim cepat,1
Produk baik dan harga murah ,produk baik dan harga murah,1
Dari ratusan transaksi saya di platform Tokped; transaksi ini begitu berkesan. Berhari-hari statusnya &#34;menunggu kurir&#34;. Heran saya; kok ga otomatis dibatalin sama pihak Tokped. Kalo alasannya PPKM; saya setelah menyelesaikan pembayaran disini jg ada transaksi lainnya. Sama-sama di Jabodetabek; sm fasilitas pengiriman; tp sampainya duluan; ini belakangan. Semoga kedepat lebih baik lagi; ya. Terima Kasih.,dari ratus transaksi saya di platform tokped transaksi ini begitu kesan hari hari status tunggu kurir heran saya kok tidak otomatis dibatalin sama pihak tokped jika alas ppkm saya telah selesai bayar sini juga ada transaksi lain sama sama di jabodetabek sama fasilitas kirim tapi sampai duluan ini belakang moga kedepat lebih baik lagi iya terima kasih,0
kecewa sii kmraren semua pada penyok parah.. tapi udah selesai claim komplain. lain kali tolong lbh di perbaiki packing biar ga buang2 waktu retur. tq,kecewa sih kmraren semua pada penyok parah tapi sudah selesai claim komplain lain kali tolong lebih di baik packing supaya tidak buang waktu retur thank you,0
Manteb... kemasannya pas banget dikantong... Harganya jg pas dikantong... hehehe Good lah...,mantap kemas pas banget kantong harga juga pas kantong hehehe good lah,1
barang sampai dgn selamat. selalu puas belanja di sini. packing rapi. makasih seller. tokpe,barang sampai dengan selamat selalu puas belanja di sini packing rapi terima kasih seller tokpe,1
Neatly safe packaging; Seller responsive and friendly. Process very fast to destination. The quality of the &#34;Products&#34; is very perfect. Thanks.,neatly safe packaging seller responsive dan friendly proce very fast tryout destination the quality of the products is very perfect terima kasih,1
Barang yang dikirim cuman 1 pcs; Seharusnya 2 pcs. Saya sudah infokan ke penjualnya bbrp hari lalu. Katanya disuruh menunggu info lebih lanjut. ,barang yang kirim hanya pcs harus pcs saya sudah info ke jual beberapa hari lalu kata suruh tunggu informasi lebih lanjut,0
 Barang sampai sesuai; pas liat superindo eh jual jauh lebih  murah 😪,barang sampai sesuai pas lihat superindo eh jual jauh lebih murah,0
waduh...capek deh blja kaleng bgini semua malah ini yg terparah..pdhal sdh tulis note knp pada bonyok semua&amp;bknnya krg baik diminum kalo kaleng bgtu?.dus jg dikorek berlobang.seperti diintip brg apa.pdhal ongkir;voucher dpt dari tokopedia semua.harga normal dari agen.benar2 kapok pdhal sy ngetes 1x lgi blja disini.,waduh cape deh blja kaleng begini semua bahkan ini yang parah padahal sudah tulis note kenapa pada ayah ibu semua amp bukan krg baik minum jika kaleng begitu dus juga korek berlobang seperti intip bareng apa padahal ongkos kirim voucher dapat dari tokopedia semua harga normal dari agen benar kapok padahal saya ngetes kali lagi blja sini,0
konfirmasi order dan pengiriman sangat lama,konfirmasi order dan kirim sangat lama,0
keren produknya...dapat gratis Molto pewangi 2 yg sachet kecil. pengiriman cepat. wangi banget. thank,keren produk dapat gratis molto wangi yang sachet kecil kirim cepat wangi banget thank,1
Kopi nya enak; tp Pengiriman nya lamaaaa,kopi nya enak tapi kirim nya lama,0
Aromanya beda dengan yg tanpa campuran pewangi pakaian,aroma beda dengan yang tanpa campur wangi pakai,0
Customer service Unilever info klo berat barang saya kelebihan dan harus transfer manual untuk membayar kelebihan tersebut padahal saya mendapatkan gratis ongkir dan saya menolak transfer manual. Akhirnya saya complain ke Tokopedia dan di follow up dan barang sampai walau memkan waktu yg panjang. Mohon di investigasi kasus ini karena saya khawatir hal yang sama terjadi juga ke customer lainnya. Terima kasih,customer service unilever informasi kalau berat barang saya lebih dan harus transfer manual untuk bayar lebih sebut padahal saya dapat gratis ongkos kirim dan saya tolak transfer manual akhir saya complain ke tokopedia dan di follow up dan barang sampai walau mem waktu yang panjang mohon di investigasi kasus ini karena saya khawatir hal yang sama jadi juga ke customer lain terima kasih,0
produk oke; packing sip; harga bersahabat,produk oke packing sip harga sahabat,1
Mantap lah produknya dan murah..Terima kasih,mantap lah produk dan murah terima kasih,1
Produk Ok; minus pengiriman lama. Tks ,produk ok minus kirim lama terima kasih,1
Tote bag nya kecil bangeeet. Kirain tote bag gede yang bisa buat belanja.,tote bag nya kecil banget ira tote bag gede yang bisa buat belanja,1
barang lama sampainya; begitu sampai barangnya kurang. untuk official store ini jelek skali tidak ad quality control.,barang lama sampai begitu sampai barang kurang untuk official store ini jelek sekali tidak ada quality control,0
